isapercent,mean
0.0,10.33266827680469
2.0,10.984989459498774
4.0,10.5042071080549
6.0,10.432965132434886
8.0,10.777503461457293
10.0,10.351617040858958
12.0,10.709326741685715
14.0,10.46707890714953
16.0,10.44413620485749
18.0,10.973250737117395
20.0,10.657160866403375
22.0,10.780903193566688
24.0,10.375649441127978
26.0,10.545741181647415
28.0,10.809881892428836
30.0,10.890513814404644
32.0,10.830046634260562
34.0,11.047590291250792
36.0,10.96181859694707
38.0,11.328923494024734
40.0,11.342718979960189
42.0,11.615172785486438
44.0,11.456805838409075
46.0,11.387821734971318
48.0,11.428739669284564
50.0,11.628186244620416
52.0,11.519447194376347
54.0,11.729927895114885
56.0,12.2197448010877
58.0,11.549184398617395
60.0,11.787009639937557
62.0,12.09424671112379
64.0,12.126474074971147
66.0,12.253613238057053
68.0,13.027960609905978
70.0,13.028552129127066
72.0,12.631664370099662
74.0,12.977385195164885
76.0,12.955896718119677
78.0,13.334954678730046
80.0,13.134958479080222
82.0,12.609079470281614
84.0,12.91686541106172
86.0,13.001105081686607
88.0,13.045345514797882
90.0,12.653501116009888
92.0,12.579559606033454
94.0,12.230346013687376
96.0,12.637762406350536
98.0,12.244405902035018
100.0,12.253588674957323
