isapercent,mean
0.0,13.339846754090322
2.0,14.013357818660745
4.0,14.052956348068248
6.0,14.368442708441899
8.0,14.710328510575383
10.0,14.787376589974812
12.0,14.882534528644777
14.0,15.050316090130593
16.0,15.194003820696965
18.0,14.998865835217677
20.0,15.034955874587192
22.0,15.332927203559345
24.0,15.481082277103265
26.0,15.40831366666392
28.0,15.616971820302016
30.0,15.705023570828988
32.0,15.809701036652429
34.0,15.974010826396446
36.0,16.13284332098329
38.0,16.338936579614455
40.0,16.25330391489481
42.0,16.576933525253352
44.0,16.62043246647356
46.0,16.740834836362076
48.0,17.026168268383643
50.0,17.1263733344132
52.0,17.000072359751783
54.0,17.188101188212613
56.0,17.16283402494135
58.0,17.524051821846584
60.0,17.067348157367178
62.0,17.430914634526268
64.0,17.396598667611254
66.0,17.517308969439764
68.0,16.882063112347105
70.0,17.079162820512753
72.0,17.621714969586908
74.0,17.243326547963417
76.0,17.61758347380608
78.0,17.87246453546805
80.0,17.599797334767064
82.0,17.45586468632726
84.0,17.293106848026394
86.0,17.47082689571808
88.0,17.864993557851705
90.0,17.946194123306018
92.0,18.177988100172435
94.0,18.276458601171523
96.0,18.38125733338642
98.0,18.433588786348203
100.0,18.489868209409536
