isapercent,mean
0.0,11.175738949089475
2.0,11.231712747238632
4.0,11.808187770699138
6.0,11.685808309265834
8.0,11.51253564392731
10.0,11.62911136240888
12.0,11.595818763801253
14.0,11.588225300716605
16.0,11.511148513186154
18.0,11.760000973541958
20.0,11.71750922703179
22.0,11.934747561146798
24.0,11.826558714581754
26.0,11.175163035730343
28.0,11.808979438252319
30.0,11.905814554620939
32.0,11.923818139023812
34.0,11.976391942846961
36.0,11.698793009271142
38.0,12.620838711372125
40.0,12.239974192873312
42.0,11.74941026210666
44.0,11.961631089820202
46.0,11.795655082458996
48.0,12.054573129541975
50.0,12.712851449065667
52.0,11.678465632480298
54.0,11.021700681779894
56.0,10.736280182098074
58.0,10.842729521624543
60.0,11.226565870829212
62.0,12.256883572554605
64.0,11.39972836980713
66.0,12.937019473312647
68.0,11.3219099759028
70.0,12.985594983408058
72.0,11.519965402826177
74.0,12.604521096336397
76.0,11.505585171571507
78.0,11.311577224900597
80.0,11.71752631712327
82.0,11.618056876302854
84.0,12.596165362654387
86.0,11.478556836369421
88.0,12.317981141473876
90.0,11.25560897125292
92.0,12.706830927825829
94.0,11.816152614059959
96.0,11.646073175543648
98.0,10.03089120724245
100.0,12.870790940590675
