isapercent,mean
0.0,21.555608989526906
2.0,24.187393722558152
4.0,24.548438301582326
6.0,25.45904274632942
8.0,26.570722783305165
10.0,25.201237666642452
12.0,25.817148944056605
14.0,25.773468109147032
16.0,28.501564910261372
18.0,28.175004740784868
20.0,28.471881629083487
22.0,26.52190493587208
24.0,27.840079469869025
26.0,26.422280611814983
28.0,28.72619785175533
30.0,25.41904059197774
32.0,26.91609862382773
34.0,28.689957182645305
36.0,29.913863994700932
38.0,28.30216780374862
40.0,31.66987784613843
42.0,28.425882570613684
44.0,29.007441981983632
46.0,30.945344755833275
48.0,26.73006597757459
50.0,29.839814797191135
52.0,29.805752412076252
54.0,36.27970109321229
56.0,27.78356634613281
58.0,32.830690294012896
60.0,31.97505078380272
62.0,31.374889949694428
64.0,32.31516473470947
66.0,31.336969940851287
68.0,29.75140887981175
70.0,33.23266071514105
72.0,32.93228524820991
74.0,34.343208044430995
76.0,33.83336547257626
78.0,35.80060024934553
80.0,37.40754125918706
82.0,33.58695785614607
84.0,37.34251170813715
86.0,34.62091164983091
88.0,36.11129920250067
90.0,36.82013636303337
92.0,37.914411517084986
94.0,37.13338084924425
96.0,36.76715136042347
98.0,36.43177468129625
100.0,31.06290627766932
