isapercent,mean
0.0,31.567295105042813
2.0,31.667047791688578
4.0,31.710153097850792
6.0,31.22987819282061
8.0,31.246370498242378
10.0,31.012904469824278
12.0,30.756483366247533
14.0,30.182360672716847
16.0,30.06344885907466
18.0,30.576210812447417
20.0,30.02005995427192
22.0,30.31785004861752
24.0,30.404972449660367
26.0,30.301067246852472
28.0,30.446185152942398
30.0,30.047475919418712
32.0,29.522010719583506
34.0,29.971062344137692
36.0,29.493188734573746
38.0,29.475902906983542
40.0,29.955218742497
42.0,29.41949097543768
44.0,29.179380588817345
46.0,29.157010421226197
48.0,29.03046808611557
50.0,29.387236669693245
52.0,29.139772978202643
54.0,28.892558098575375
56.0,29.081686505782
58.0,29.077542939435443
60.0,28.90623645963352
62.0,28.58577890151504
64.0,28.91766666342449
66.0,29.075853681563355
68.0,29.096342772264922
70.0,29.102284764915193
72.0,29.134955878690672
74.0,28.933634839344872
76.0,28.748027084627495
78.0,28.73268776657498
80.0,28.96416414293541
82.0,28.940939311797354
84.0,29.06835815600142
86.0,28.155558761841732
88.0,28.043470706160676
90.0,27.41851322127524
92.0,27.394621439187176
94.0,26.91001549137521
96.0,28.05228139400824
98.0,29.112462881739518
100.0,27.504208897467123
