isapercent,mean
0.0,18.14781453370116
2.0,19.755673181036126
4.0,20.18236299174423
6.0,20.193553780558474
8.0,20.186753239838968
10.0,19.91112294904663
12.0,20.031007875087333
14.0,19.457731048151913
16.0,20.037790339288
18.0,19.778768732525716
20.0,18.817316722889867
22.0,19.245275057638448
24.0,19.123192543927022
26.0,19.01775207112542
28.0,19.39310835617033
30.0,18.51699716200417
32.0,18.380891137692092
34.0,18.80929748364007
36.0,18.975299550478844
38.0,18.858058024599192
40.0,18.48958878285839
42.0,17.891501179318816
44.0,18.218700978355745
46.0,18.566246132391118
48.0,17.641931624724485
50.0,17.519290265926035
52.0,17.785461847964605
54.0,17.618320113477754
56.0,17.191397751409603
58.0,17.318363283497405
60.0,17.65777110117088
62.0,17.581698817035285
64.0,17.317557529115682
66.0,17.666216263587337
68.0,17.198985587227444
70.0,17.164095691120327
72.0,16.77861684700086
74.0,17.29428685524158
76.0,17.286528357686034
78.0,17.477157436088735
80.0,16.814648260298444
82.0,17.047986861099577
84.0,16.64979323653167
86.0,17.721781514371003
88.0,17.454362789091316
90.0,17.535852332808556
92.0,17.03346142371608
94.0,17.289200421568083
96.0,17.43762478605018
98.0,17.90038434976058
100.0,18.044364856061517
