isapercent,mean
0.0,24.714222376801057
2.0,27.704824629598725
4.0,28.33958942695278
6.0,27.014935876598383
8.0,28.645117511338
10.0,28.35596376048702
12.0,28.585364978165106
14.0,28.614437669296695
16.0,29.223773995578735
18.0,29.34709656906993
20.0,29.806000055071923
22.0,30.172018437812824
24.0,30.360037928290065
26.0,30.173072035026152
28.0,30.021815981412338
30.0,30.228257451831244
32.0,29.767545011179426
34.0,30.48784665724881
36.0,30.035195277922643
38.0,30.22650408215701
40.0,31.877255970970925
42.0,31.890117666100448
44.0,31.30340766573395
46.0,31.78333086508426
48.0,32.07792102197089
50.0,31.57672165283814
52.0,31.25625507676486
54.0,32.806218413318305
56.0,31.847422008469678
58.0,33.53193149233626
60.0,33.17243423928202
62.0,32.25747013536141
64.0,32.08594089130635
66.0,31.66941770117329
68.0,33.363605739626855
70.0,33.02272027223594
72.0,33.40692069272919
74.0,28.907021737416475
76.0,33.9087477882019
78.0,34.11642664270299
80.0,33.86016599804999
82.0,33.83842244549365
84.0,33.86050424739237
86.0,32.94012955221306
88.0,34.310849341413544
90.0,34.2845982578011
92.0,33.18024760676932
94.0,34.622510590855214
96.0,34.0308566793281
98.0,34.03183190788485
100.0,34.60175026888331
