isapercent,mean
0.0,15.651888979177023
2.0,17.2204524615085
4.0,18.041327812903038
6.0,18.167978692745855
8.0,18.38224401185585
10.0,18.518510998354692
12.0,18.719653770031183
14.0,19.245801040801474
16.0,18.932217518484567
18.0,18.98267001027486
20.0,18.9468439724016
22.0,18.61982889311318
24.0,19.079378475688188
26.0,19.299217805616184
28.0,18.989456899020908
30.0,19.938005170020006
32.0,20.262875510851316
34.0,20.31083613038525
36.0,19.783853983438274
38.0,20.406441945024138
40.0,18.64015992124751
42.0,20.01657592802684
44.0,20.341746323703727
46.0,19.35669397907097
48.0,20.15690618309478
50.0,19.85504972680125
52.0,20.936649118232637
54.0,20.521518163363826
56.0,20.152288037764045
58.0,20.73770276793083
60.0,21.498151171505757
62.0,21.142729150353528
64.0,22.32855425777324
66.0,20.187956108854976
68.0,21.998631084783188
70.0,22.388631789036225
72.0,20.625869441044998
74.0,21.728130715926753
76.0,22.787135541556665
78.0,21.66047913886303
80.0,21.526677866900908
82.0,21.57181139992713
84.0,22.603436004465394
86.0,21.34955391603821
88.0,19.95023547131424
90.0,23.354084277938796
92.0,22.39025457033831
94.0,22.173134517513223
96.0,21.809240975688994
98.0,22.62889504688156
100.0,23.627680428439508
