isapercent,mean
0.0,10.622894450980182
2.0,11.894424580659393
4.0,12.124436742466257
6.0,11.956963619457383
8.0,11.839904774459708
10.0,11.476906274101184
12.0,10.983898627724384
14.0,10.743298402978288
16.0,11.279523455543478
18.0,11.319211509309465
20.0,11.747721627127783
22.0,11.549366179453685
24.0,11.525205534266224
26.0,11.426697904156548
28.0,11.121868933208225
30.0,11.927514050050831
32.0,12.391236475068792
34.0,12.397492675939437
36.0,12.484267322368279
38.0,12.475263391719011
40.0,13.074450446710754
42.0,12.853984922770659
44.0,13.22302255537435
46.0,13.286947221961269
48.0,13.566239584444968
50.0,13.777770337385839
52.0,13.795944733123648
54.0,13.584551111986483
56.0,13.99787470226512
58.0,13.894543916575385
60.0,14.316683005014378
62.0,13.91997339456794
64.0,13.910142421154491
66.0,14.071966454248793
68.0,13.936066800753457
70.0,13.20556680172364
72.0,13.987939540586206
74.0,14.173348383950335
76.0,13.58331919517291
78.0,13.805720068757854
80.0,13.739153630215016
82.0,12.793655368475155
84.0,13.325966305515205
86.0,13.355955867739093
88.0,14.237572922603439
90.0,14.452378269611941
92.0,14.201835222183059
94.0,14.187869088375985
96.0,15.114415107737898
98.0,15.209099000459952
100.0,14.470410056482105
