isapercent,mean
0.0,13.070530502966156
2.0,12.883566064240028
4.0,13.94784200384767
6.0,13.814202268852986
8.0,16.343103511707266
10.0,13.669079663866142
12.0,14.184976832927584
14.0,14.83923939995434
16.0,15.56205191140595
18.0,14.635883601341751
20.0,17.154774420506318
22.0,16.028634105971204
24.0,17.08120438764445
26.0,16.67626187023754
28.0,17.278094708289768
30.0,18.086356887917994
32.0,17.101783390899733
34.0,17.57776004102528
36.0,17.448609738651985
38.0,17.18623210940209
40.0,19.083119409939712
42.0,18.28502465624478
44.0,18.66090620470564
46.0,18.976936032225307
48.0,18.168032099745435
50.0,17.740897417704225
52.0,18.047345699953482
54.0,19.66578821358618
56.0,18.823196299061063
58.0,19.680274126788067
60.0,19.67403419591713
62.0,19.42992359836169
64.0,19.206693701163424
66.0,19.80501032177647
68.0,20.02984014920597
70.0,19.58883113106434
72.0,19.33106229487049
74.0,20.165168050296856
76.0,20.40656695701227
78.0,20.99627201103265
80.0,20.583741338183657
82.0,21.393463619083168
84.0,21.477071526072294
86.0,20.794334845612035
88.0,21.675998983219415
90.0,22.14104294622535
92.0,22.221572170401704
94.0,22.58870214034611
96.0,21.945976893974088
98.0,24.26236348720635
100.0,19.93402256999036
