isapercent,mean
0.0,7.662397954287719
2.0,7.293471150572658
4.0,8.726440357491173
6.0,8.536062812191497
8.0,9.009989946215411
10.0,8.53750289064863
12.0,8.075600444417901
14.0,9.405893993674104
16.0,8.656266244825304
18.0,9.394556679610632
20.0,8.572037366976948
22.0,8.69014368302281
24.0,11.258775906644457
26.0,9.09309523008922
28.0,9.38751954364588
30.0,9.49367176891626
32.0,8.851384253794231
34.0,10.240729890953563
36.0,10.588309846014637
38.0,9.961333562650545
40.0,9.557412133483966
42.0,11.443675519399058
44.0,10.311926147935225
46.0,10.091663453798716
48.0,10.43307110207026
50.0,10.48585592151046
52.0,10.474728404565212
54.0,12.051906020006419
56.0,10.917663070775584
58.0,10.401232067364576
60.0,10.428439812266625
62.0,10.910528376430877
64.0,11.14904590327259
66.0,11.086276338652448
68.0,9.613656015893751
70.0,11.937710122203475
72.0,10.854643133223666
74.0,10.780777526787968
76.0,11.362899012526432
78.0,12.856539692414755
80.0,12.332692698552627
82.0,11.915671559318241
84.0,12.774587329798917
86.0,12.808520880777484
88.0,12.797486272600212
90.0,12.788125443683084
92.0,13.703445566611094
94.0,13.354733799153077
96.0,14.410608353829234
98.0,15.135582178595678
100.0,15.949458643294623
