isapercent,mean
0.0,13.848667309850663
2.0,16.90454308855941
4.0,15.78083139129355
6.0,17.84838025300491
8.0,17.35169089852898
10.0,17.109465520778198
12.0,17.484150398372467
14.0,16.920120761860762
16.0,17.944004406916402
18.0,16.85463675712962
20.0,16.962906871095992
22.0,17.86647292515156
24.0,17.16698503088501
26.0,17.673709119304647
28.0,16.930615712847697
30.0,17.084423474170112
32.0,17.538353455465963
34.0,16.690755157437472
36.0,18.024598318803918
38.0,18.529462479248018
40.0,17.931193686047667
42.0,16.63440365596324
44.0,18.863839249568215
46.0,17.982617053903176
48.0,19.641599501016987
50.0,20.13620702255826
52.0,18.61976828790325
54.0,19.61044767722857
56.0,20.08662924641783
58.0,19.45227104804241
60.0,19.22512058513867
62.0,19.48801951216463
64.0,20.537937413664288
66.0,20.14241983488074
68.0,20.00816898256312
70.0,21.806316068383182
72.0,19.178450513066256
74.0,19.123310466936214
76.0,19.930451599341495
78.0,21.442127332667486
80.0,19.45234783232728
82.0,19.471797841334332
84.0,18.908508219264696
86.0,19.80092899708804
88.0,19.885996056876696
90.0,19.08007069886588
92.0,19.423930750704862
94.0,19.023067981283386
96.0,18.690161583806184
98.0,20.074247101441262
100.0,19.8208087690644
