isapercent,mean
0.0,35.72267089284276
2.0,35.59199379890952
4.0,36.0962418283862
6.0,35.895305520483134
8.0,34.80132739652526
10.0,34.83997197791807
12.0,34.6011257337685
14.0,33.52608419129163
16.0,34.572819036054256
18.0,34.73723097798006
20.0,34.28792260750497
22.0,33.73754370983057
24.0,34.30120168345315
26.0,33.76128504779845
28.0,34.73907431473402
30.0,34.41177195921399
32.0,35.52830404925592
34.0,35.42327734199818
36.0,35.535149805254015
38.0,35.78386010577036
40.0,36.02850487851838
42.0,36.4005774462136
44.0,36.242634662862926
46.0,36.47672679690298
48.0,36.61453459571007
50.0,36.792424303070106
52.0,36.37675838902098
54.0,36.76375994937795
56.0,36.55871645390722
58.0,35.92030787118325
60.0,36.73375916713186
62.0,36.457848800343406
64.0,36.60790635785106
66.0,37.04738569303435
68.0,36.61466036146356
70.0,36.4101047394782
72.0,36.9399084223091
74.0,36.64622412568582
76.0,37.43625329860198
78.0,37.81131993391217
80.0,37.9534778814227
82.0,38.30030269271071
84.0,38.27206877391524
86.0,37.97544723904358
88.0,35.75433757025862
90.0,36.824795715055146
92.0,38.250341417360815
94.0,37.32204888580314
96.0,36.82674477471775
98.0,36.71001062567154
100.0,35.07980653941931
