isapercent,mean
0.0,15.871612540089057
2.0,15.852440779908965
4.0,15.680240121588083
6.0,16.133172586951996
8.0,15.734994172811627
10.0,16.374851261871342
12.0,16.07302305703805
14.0,16.57411045195309
16.0,16.444262176220686
18.0,16.3590419847903
20.0,16.259215952535136
22.0,16.2121676141798
24.0,16.112801516397656
26.0,16.63640510382608
28.0,16.32492346918731
30.0,16.97748452656965
32.0,16.810920818146535
34.0,16.805802742181086
36.0,16.979176967843138
38.0,16.958486918418203
40.0,17.068697375388016
42.0,17.227238771852168
44.0,17.380937602995274
46.0,17.436589784911828
48.0,17.01314683608376
50.0,17.75911849281324
52.0,17.83067863760008
54.0,18.051368504169936
56.0,17.686514229105015
58.0,18.228634773287183
60.0,17.884868579194485
62.0,18.00078422049535
64.0,18.157088806300663
66.0,17.76656281016525
68.0,17.658968478724283
70.0,18.005801548126605
72.0,18.057597028686658
74.0,17.938126380099323
76.0,18.150873443288113
78.0,18.141280246484285
80.0,18.428961413599914
82.0,18.654091938542997
84.0,19.122278191783916
86.0,18.683032419219884
88.0,19.714228364367838
90.0,19.682761956765123
92.0,20.369923442802374
94.0,20.241171155195353
96.0,20.72432968908373
100.0,19.682219463412103
