isapercent,mean
0.0,13.546250262448817
2.0,13.809548944294674
4.0,13.999082897469272
6.0,14.021560285753452
8.0,14.26579039997446
10.0,14.206053399268738
12.0,13.959770110778797
14.0,14.400441923927321
16.0,14.343749713008398
18.0,14.521948592859335
20.0,14.637709920071524
22.0,14.690946279410912
24.0,14.837074411347935
26.0,15.018169492400304
28.0,14.784449627566332
30.0,15.360682519355999
32.0,15.123754862912358
34.0,15.709454682792042
36.0,15.00791814160645
38.0,15.24767913463143
40.0,15.781266884016734
42.0,16.37192052852359
44.0,15.18057910411436
46.0,16.448828622700777
48.0,16.09960778141947
50.0,16.439016980933136
52.0,16.699038451471303
54.0,16.495328282223706
56.0,17.203713371195803
58.0,17.025107398834848
60.0,16.370850708428737
62.0,17.38246339183284
64.0,17.217201720943407
66.0,16.784621286968537
68.0,17.125222634158852
70.0,17.65272030960918
72.0,17.571540456341435
74.0,17.576673014109243
76.0,17.936462851060483
78.0,17.446309015348707
80.0,17.771984941245748
82.0,17.971281588446335
84.0,18.00581441766632
86.0,18.359383961759438
88.0,18.53464224006282
90.0,18.442909570975505
92.0,19.269486281738057
94.0,19.543595437488868
96.0,19.76536127385125
98.0,19.711963622420377
100.0,19.897063990966792
