isapercent,mean
0.0,17.40543798773951
2.0,21.419893884497004
4.0,20.569874753961596
6.0,21.67733172994381
8.0,21.868023322268286
10.0,21.257698945133775
12.0,21.38520434995002
14.0,21.4796632646088
16.0,21.923056466556584
18.0,21.42185149755709
20.0,21.292339198991797
22.0,22.630418729118496
24.0,22.057926030943086
26.0,21.67523263458877
28.0,21.453440392824948
30.0,21.525784525983198
32.0,21.955012216031108
34.0,21.190348890355583
36.0,22.044557567081807
38.0,22.74843993905986
40.0,22.383584973907347
42.0,21.333089438741055
44.0,23.598764908848676
46.0,22.40571191080072
48.0,24.523691806993153
50.0,25.266361418384342
52.0,23.41487597495755
54.0,25.178514307010364
56.0,25.15342530482267
58.0,24.255062466570152
60.0,23.649175315190824
62.0,24.45548166001208
64.0,26.026153084086012
66.0,25.872039152955324
68.0,25.40038891181615
70.0,27.20000502111918
72.0,24.0858422820914
74.0,24.26714156653383
76.0,25.849981356460926
78.0,27.47311308691862
80.0,25.11955927846066
82.0,25.383115654338923
84.0,25.132908669251922
86.0,25.91429461485177
88.0,26.264958607187037
90.0,25.123082548197797
92.0,25.214808549222422
94.0,24.86289386863119
96.0,24.512363603692414
98.0,26.693797826894375
100.0,26.22534789565499
