isapercent,mean
0.0,17.661230031915895
2.0,19.216896190027573
4.0,21.666894739589782
6.0,21.2013816236015
8.0,21.116165026236402
10.0,20.09536761680161
12.0,22.725949802017443
14.0,21.75720774005574
16.0,23.17764722086765
18.0,21.757166049186385
20.0,22.081053644683244
22.0,24.02276356618739
24.0,22.64166109643967
26.0,21.964901129991883
28.0,25.32887110673125
30.0,24.14792362947841
32.0,23.778204985398393
34.0,23.4192410296483
36.0,25.74633026155794
38.0,23.953073043197737
40.0,24.88142584037843
42.0,24.41269949840079
44.0,25.565294673220983
46.0,24.451761804145825
48.0,25.882423031374817
50.0,23.613482699967296
52.0,24.532535919644594
54.0,24.737526401513936
56.0,25.12426662219362
58.0,24.34406842497922
60.0,24.592173914653806
62.0,24.684341204137866
64.0,25.609160177610086
66.0,24.829221686677943
68.0,26.80317092793527
70.0,24.416925139364412
72.0,25.879175137336095
74.0,24.797976954027757
76.0,27.768766562396035
78.0,25.7766353656722
80.0,26.375596889029794
82.0,26.000008859294358
84.0,23.450177092447753
86.0,23.022876460123566
88.0,24.481695082195053
90.0,25.59423401818738
92.0,25.360687979831805
94.0,27.421275818449786
96.0,27.141626641858984
98.0,27.893394812440103
100.0,28.15071983237529
