isapercent,mean
0.0,28.82541145528254
2.0,27.92525930971999
4.0,28.08410249162026
6.0,27.52726606815015
8.0,27.298518841967578
10.0,26.338906403850466
12.0,27.303068521841166
14.0,28.40062126794372
16.0,26.978107392767114
18.0,27.146618024293712
20.0,25.035250584766203
22.0,27.837488782935083
24.0,27.033526921067647
26.0,27.48901741894201
28.0,26.327679803037515
30.0,25.823536638707832
32.0,26.980476380763147
34.0,26.984489139339424
36.0,27.09148719166763
38.0,26.06599555474112
40.0,27.3880324952996
42.0,25.32849661681662
44.0,27.397587988874896
46.0,26.386454084133206
48.0,27.109394157595364
50.0,26.544179142402193
52.0,27.600924952688953
54.0,26.732286885027698
56.0,27.655885850832217
58.0,27.16946784882187
60.0,26.928299213501713
62.0,27.42354603504467
64.0,26.956556231373522
66.0,27.78631154896982
68.0,27.594737392633107
70.0,29.05184851822558
72.0,27.77352981429921
74.0,28.675663039596063
76.0,28.851919595196325
78.0,29.238519140794587
80.0,29.04995297415716
82.0,28.436215430190895
84.0,29.371921291456214
86.0,28.881141839652482
88.0,29.514097222248505
90.0,29.903030613397295
92.0,31.85841903028602
94.0,31.062125410675904
96.0,31.848798530487883
98.0,32.062479287738675
100.0,35.431978040353776
