isapercent,mean
0.0,17.52902168542484
2.0,19.786114361878823
4.0,21.43847782742767
6.0,21.838890863336733
8.0,22.745565111477955
10.0,22.249422296907543
12.0,22.759172728747288
14.0,22.65976676052108
16.0,22.552497152192036
18.0,21.469126956429285
20.0,22.523502647761703
22.0,22.458553056065536
24.0,23.05277179951141
26.0,22.758303737884436
28.0,23.210318067485066
30.0,22.819524638756985
32.0,23.063029987837805
34.0,23.072551397863997
36.0,23.291747387159983
38.0,23.902643592205905
40.0,23.90562799337548
42.0,23.718973096035224
44.0,24.32201638004897
46.0,23.95888480226558
48.0,24.747527713327713
50.0,24.90114902298523
52.0,24.342039798599565
54.0,24.973686168256005
56.0,24.05500762236368
58.0,24.870367459786454
60.0,24.9913421730114
62.0,24.462030830847922
64.0,25.181550538251248
66.0,25.148867454857776
68.0,26.020209058486405
70.0,25.97099765035646
72.0,26.646228118644824
74.0,25.85640853132736
76.0,26.806864776421897
78.0,25.72298863332415
80.0,26.28572227293572
82.0,26.884411336525783
84.0,26.39928824260613
86.0,26.640116892691932
88.0,27.327151827883977
90.0,26.844441487140333
92.0,26.916417057672074
94.0,27.5300823139203
96.0,27.607982061792057
98.0,26.843301945120512
100.0,26.448032331970374
