isapercent,mean
0.0,10.267156361471255
2.0,10.836465047415805
4.0,11.522875562180857
6.0,11.572399627807773
8.0,12.473893266580273
10.0,11.802331752080718
12.0,12.432762370557073
14.0,12.13907785665615
16.0,12.27250161979751
18.0,11.274251748376665
20.0,11.991793416211252
22.0,11.920860071272257
24.0,12.50953147358925
26.0,12.073016225061929
28.0,12.427461499156607
30.0,12.157755360604648
32.0,12.569054918864225
34.0,12.432481963184907
36.0,12.668803139237552
38.0,12.623371071579566
40.0,12.842652073335984
42.0,12.516601144195137
44.0,12.673239079572115
46.0,12.345319852846249
48.0,13.097633303098624
50.0,13.265833896308585
52.0,12.432176486546883
54.0,12.896319416267648
56.0,11.500683664603065
58.0,13.16040229182227
60.0,12.651161758191048
62.0,11.92738430508471
64.0,12.189702092652908
66.0,12.092552625003949
68.0,12.091060627548666
70.0,12.975012116230001
72.0,14.521605457363702
74.0,12.095971538916325
76.0,13.737590243723016
78.0,12.83334049706835
80.0,12.577121920097293
82.0,14.670936610209894
84.0,12.284808560433968
86.0,12.943604723162471
88.0,14.412300480258688
90.0,14.140422766481391
92.0,12.993764309930299
94.0,13.56128647656957
96.0,13.02050473426967
98.0,10.319379763745944
100.0,9.064515241132428
